title,author,final_price,jumlah halaman,penerbit,tanggal terbit,berat,isbn,lebar,bahasa,panjang,image_url,description,affiliate_url
Moriarty the Patriot 13,Miyoshi Hikaru,Rp 21.000,208.0,Elex Media Komputindo,"March 14, 2022",0.11,9786230031502,11.4,Indonesia,17.2,https://cdn.gramedia.com/uploads/items/722010187_Memoarty_13.jpg,"Disclaimer
Cerita dalam komik ini mengandung materi yang diperuntukan untuk pembaca dewasa. Tidak dianjurkan untuk dibaca anak-anak di bawah umur.

Moriarty The Patriot adalah serial manga Jepang yang ditulis oleh Ryosuke Takeuchi dan seni oleh Hikaru Miyoshi. Manga ini dimulai pada Agustus 2016 dan saat ini memiliki 17 volume. Adaptasi anime dimulai pada tahun 2020 oleh Production I.G, yang berlangsung selama 24 episode. Sebuah twist pada seri Sherlock Holmes asli Conan Doyle, Moriarty The Patriot mengikuti seorang pria bernama William dan bagaimana cita-cita keadilan membawanya menjadi dalang kriminal. Operasi dan kecerdasannya yang tinggi tidak terlalu sulit dipahami oleh Sherlock, karena mereka setara satu sama lain. Mereka serupa dalam banyak hal, tetapi kehidupan dan jalan mereka berbeda dalam lebih dari satu cara.

Cerita Sebelumnya
Pada puncak kejayaannya di abad 19, Inggris menguasai 1/4 dunia dan dikatakan matahari tak pernah tenggelam di tanah kekuasaannya. Namun negara besar ini memiliki sistem strata sosial yang memisahkan antara segelintir bangsawan yang memiliki kekuasaan, dan rakyat yang hidup tertindas. Seorang putra bangsawan yang tak setuju dengan hal itu mengadopsi dua anak yatim piatu dalam keluarganya dan mereka membuat rencana besar untuk mengubah dunia. Inilah kisah di balik layar Profesor Moriarty, si musuh besar Sherlock Holmes.

Mary menjadi korban pemerasan oleh Milverton. Sherlock yang sudah hafal dengan gaya si raja pemeras yang satu itu memberitahukan bahwa tuntutan Milverton selalu tak mungkin bisa dipenuhi. Oleh karena itu yang bisa mereka lakukan hanyalah dengan menyerang dan merebut kembali bukti yang dipakai sebagai bahan ancaman.

Sinopsis
Sherlock Holmes membunuh Milverton, dan nama William muncul dalam berbagai media sebagai identitas asli Bangsawan Kriminal. Seluruh Inggris geger, namun gerakan ini sudah tak bisa lagi dihentikan. Tanpa bersembunyi lagi, William menjalankan tahap terakhir, membunuh semua bangsawan jahat sambil dikejar oleh seluruh negeri. Tapi yang ada di ujung perjalanannya hanyalah kematian. Cerita akhirnya sampai ke puncak, dan menuju penyelesaian.

Seri/Versi Lain
Moriarty The Patriot 1
Moriarty The Patriot 2
Moriarty The Patriot 3
Moriarty The Patriot 4
Moriarty The Patriot 5
Moriarty The Patriot 6
Moriarty The Patriot 7
Moriarty The Patriot 8
Moriarty The Patriot 9
Moriarty The Patriot 10
Moriarty The Patriot 11
Moriarty The Patriot 12
Moriarty The Patriot 13
Moriarty The Patriot 14

Detail
Penulis
Miyoshi Hikaru

Jumlah Halaman
208

Penerbit
Elex Media Komputindo

Tanggal Terbit
15 Mar 2022

Format
Soft Cover 

Berat
0.11 kg

ISBN
9786230031502

Lebar
11.4 cm

Bahasa
Indonesia

Panjang
17.2cm",
Fairy Tail Happy Adventure 4,Hiro Mashima and Kenshiro Sakamoto,Rp 30.000,160.0,Elex Media Komputindo,"June 19, 2022",0.105,9786230033544,11.4,Indonesia,17.2,https://cdn.gramedia.com/uploads/items/722010398_Cov_FairyTail_Happy_04_1.jpg,"Fairy Tail: Happy's Adventure (フェアリーテイルFearī Teiru: Happī no Daibōken ) adalah seri manga Jepang oleh Kenshiro Sakamoto dan merupakan spin-off dari seri utama Fairy Tail. Komik ini, akan menceritakan petualangan Happy sebagai protagonis. Komik disebut juga sebagai sastra gambar. 

Komik menjadi salah satu bentuk komunikasi visual yang berguna untuk menyampaikan informasi dan mempunyai kelebihan berupa mudah dimengerti. Adanya kolaborasi antara gambar dan teks yang dirangkai sedemikian rupa membentuk alur cerita yang menarik. Pembaca komik rata-rata adalah anak muda berusia 15 hingga 25 tahun, tetapi tidak dapat dibantah pula apabila seseorang yang berusia 40-an tahun juga menyukai komik sebagai bahan bacaan mereka.

Sinopsis:

Dalam komik berjudul Fairy Tail: Happy's Adventure 4 ini tokoh bernama Happy harus mengumpulkan tiga harta suci demi kembali ke dunia asalnya, dan demi menemui gadis misterius yang meminta pertolongan. 

Dalam pertarungan antara Desa Animal dan Wild Town yang mempertaruhkan Ether Moon, salah satu dari tiga harta suci, Desa Animal keluar sebagai pemenang!! Namun, Rhino yang tidak menerima kekalahannya merenggut Ether Moon, lalu menggunakan kekuatannya untuk berubah jadi raksasa dan mengamuk!!Komik ini terjamin 100% original dan tersegel, lho! Jadi, tunggu apalagi? Yuk, check out sekarang juga di www.gramedia.com . Jangan sampai terlewatkan keseruan mereka, ya!

Detail:

Jumlah Halaman
160

Penerbit
Elex Media Komputindo

Tanggal Terbit
20 Jun 2022

Berat
0.105 kg

ISBN
9786230033544

Lebar
11.4 cm

Bahasa
Indonesia

Panjang
17.2cm",https://aff.gramedia.com/s/wkKDMYMTYx
C.M.B 45,Motohiro Katou,Rp 24.000,200,Elex Media Komputindo,"May 25, 2024",0.1,9786230058608,11.2,Indonesia,17.2,https://cdn.gramedia.com/uploads/picture_meta/2024/5/26/kfrvgux3uzegdxwek8j2w8.jpg,"Sekelompok anggota dari British Museum ingin menarik cincin C.M.B dari Shinra. Para calon pemegang cincin yang baru berselisih, ada yang ingin mengambil dengan paksa, dan ada juga yang ingin berkompromi. Namun ruang untuk berunding diganggu oleh usaha pembunuhan berantai.

C.M.B. adalah manga detektif karya terbaru Motohiro Katou. Manga ini diterbitkan pertama kali oleh Kodansha pada tahun 2006. Seri pertama manga ini diterbitkan versi Indonesia oleh Elex Media Komputindo pada tahun 2008. Di sebuah hutan kecil dalam kota, terdapat sebuah museum. Museum Shinra, demikian namanya. Pemiliknya seorang anak laki-laki bernama Shinra Sakaki, pemilik ketiga cincin C.M.B yang konon merupakan simbol ilmu pengetahuan yang turun-temurun diserahkan oleh Tiga Orang Bijak pelindung The British Museum pada murid yang mereka akui kemampuannya. Bersama Tatsuki Nanase, gadis SMA yang senantiasa mengomel serta mencegahnya terlibat masalah berbahaya, keduanya menemui berbagai misteri, yang dipecahkan Shinra dengan pengetahuan dari wunderkammer.

Selling Point :
Cerita misteri yang dekat dengan sehari-hari, bukan melulu tentang pembunuhan. Juga disisipi banyak pengetahuan umum.

Di antara jenis buku lainnya, komik memang disukai oleh semua kalangan mulai dari anak kecil hingga orang dewasa. Alasan komik lebih disukai oleh banyak orang karena disajikan dengan penuh dengan gambar dan cerita yang mengasyikan sehingga mampu menghilangkan rasa bosan di kala waktu senggang.

Komik seringkali dijadikan sebagai koleksi dan diburu oleh penggemarnya karena serinya yang cukup terkenal dan kepopulerannya terus berlanjut sampai saat ini. Dalam memilih jenis komik, ada baiknya perhatikan terlebih dahulu ringkasan cerita komik di sampul bagian belakang sehingga sesuai dengan preferensi pribadi pembaca

Informasi Tambahan :
#CMB #ceritamisteri #komikmisteri #Shinra #kasus #pembunuhan #pengetahuanumum #MotohiroKatou",https://aff.gramedia.com/s/XvRszmWrDd
Haikyu!!: Fly High! Volleyball! 31,Haruichi Furudate,Rp 24.000,192,m&c!,"December 28, 2022",0.13,9786230309199,11.4,Indonesia,17.2,https://cdn.gramedia.com/uploads/picture_meta/2022/12/29/7raxqaycsjxcsxjaac9ap7.jpg,"Seorang siswa SMA bernama Shōyō Hinata, menjadi terobsesi dengan bola voli setelah menyaksikan SMA Karasuno memenangkan pertandingan mereka untuk lolos ke Kejuaraan Nasional di TV. Meskipun memiliki tubuh yang pendek, Hinata terinspirasi oleh seorang pemain yang dijuluki ""Raksasa Kecil"", pemain spiker sayap Karasuno bertubuh pendek, tetapi berbakat. Meskipun tidak berpengalaman, Hinata memiliki tubuh atletis dan memiliki lompatan vertikal yang mengesankan. Ia sempat bergabung dengan klub voli di sekolahnya, tetapi dia adalah satu-satunya anggota di klub tersebut, memaksanya menghabiskan dua tahun ke depan untuk mencoba meyakinkan siswa lain untuk membantunya berlatih.

Saat dirinya duduk di bangku kelas 3 sekaligus tahun terakhirnya di SMP, beberapa teman Hinata setuju untuk bergabung dengan klub sehingga mereka bisa berpartisipasi dalam turnamen. Dalam pertandingan resmi pertamanya, mereka menderita kekalahan telak dari tim yang difavoritkan untuk memenangkan turnamen. Tim tersebut dihuni oleh siswa SMP kelas 3 bernama Tobio Kageyama, seorang pemain setter ajaib yang dijuluki ""Raja Lapangan"" karena keterampilan dan gaya bermain tiraninya. Keduanya sempat terlibat persaingan singkat, dan setelah pertandingan, Hinata bersumpah untuk mengalahkan Kageyama saat mereka SMA.

Hinata belajar dan diterima di Karasuno, SMA yang sama dengan Raksasa Kecil, tetapi terkejut mengetahui bahwa Kageyama juga memilih untuk bersekolah di Karasuno. Terungkap bahwa Karasuno telah kehilangan reputasinya sebagai sekolah unggulan setelah era Raksasa Kecil. Karasuno kemudian sering dijuluki sebagai ""Gagak yang Tidak Bisa Terbang"" oleh tim lokal lainnya. Namun, dengan menggabungkan keterampilan umpan Kageyama yang jenius dengan keatletisan Hinata yang luar biasa, keduanya menciptakan taktik bola voli baru yang eksplosif dan mengembangkan kemitraan setter-spiker yang kuat dan tak terduga.

Sepanjang pertandingan yang mereka lalui, Hinata dan Kageyama saling mendorong untuk mencapai potensi penuh mereka. Hinata juga mengembangkan hubungan yang dekat dengan rekan setim intinya, sehingga dimulailah perjalanan penebusan Karasuno untuk memulihkan reputasi mereka dan lolos ke Kejuaraan Nasional.

Sinopsis Buku:
Pertarungan Karasuno vs Inarizaki memasuki set ketiga! Kapetn tim turun ke lapangan, dialah pemain yang tak pernah tertangkap dalam rekaman klub voli Karasuno! Sedemikian pentingnya set ketiga ini, karema akan menentukan takdir kedua tim!",https://aff.gramedia.com/s/mzsqfxKzjb
Buku Mewarnai Baby Shark - Bermain Dengan Krayon Ajaib!,m&c!,Rp 22.500,,m&c!,,1.0,,,,,https://cdn.gramedia.com/uploads/items/img20221025_16454282.jpg,"Ayo, kenalan dengan Baby SHark dan keluarganya!
Juga dengan teman-teman Baby SHark yang riang gembira!
Warnai mereka semua dengan krayon-krayon ajaibmu, ya!",https://aff.gramedia.com/s/UvREHeBSFk
Q.E.D IFF 6,Motohiro Katou,Rp 30.000,200,Elex Media Komputindo,"May 10, 2022",0.105,9786230032011,12.0,Indonesia,18.0,https://cdn.gramedia.com/uploads/items/722010237_QED_iff_vol_6.jpg,"EVEN Seorang mahasiswa jatuh dari tebing dan di sisinya ditemukan sebuah surat yang menyatakan penderitaannya akibat cintanya yang ditolak. Namun, saat mahasiswa yang diduga melakukan bunuh diri itu dirawat di rumah sakit, seseorang mencoba melepaskan masker oksigennya. Lalu, kenapa kesaksian para sahabat korban terus berubah!? RUANG TERTUTUP TAK SEMPURNA Seorang mantan polisi tewas dibunuh di kediamannya, sementara perawat yang biasa datang mengunjunginya ditemukan pingsan tak jauh dari korban. Sang perawat sempat ditangkap, namun akhirnya dibebaskan. Kikuno yang menyimpan banyak pertanyaan mengenai penyelidikan kasus ini lantas bekerja sama dengan Toma untuk memecahkan teka-teki ‘ruang tertutup tak sempurna’!

LAKI-LAKI YANG MENGAKU DARI PLANET LAIN Seorang laki-laki bernama Simon, yang mengaku dirinya alien, datang ke rumah Mulder. Bagaimana cara laki-laki yang kemudian saling berdiskusi tentang teori angkasa paling mutakhir dengan Toma itu bisa menyelinap ke rumah keluarga Mulder!? PERUBAHAN MENDADAK Produser drama TV populer ‘Detektif Nangoku’ tewas akibat jatuh. Lima orang, termasuk dua artis yang sedang memperebutkan peran, memiliki alibi yang kuat. Tetapi, Toma berniat mengungkap jalinan fakta dalam kasus ini.

Detail
Penulis
Motohiro Katou

Jumlah Halaman
200

Penerbit
Elex Media Komputindo

Tanggal Terbit
11 Mei 2022

Format
Soft Cover

Berat
0.105 kg

ISBN
9786230032011

Lebar
12.0 cm

Bahasa
Indonesia

Panjang
18.0cm",https://aff.gramedia.com/s/dEjnkuoJyO
Level Comic: Bakemonogatari 15,"NISIOISIN,OH!GREAT",Rp 40.000,192,Elex Media Komputindo,"June 17, 2024",0.135,9786230058561,13,Indonesia,18,https://cdn.gramedia.com/uploads/picture_meta/2024/6/18/ua76nnzk96msjtjdefzptq.jpg,"Akhirnya Koyomi Araragi berhasil menyudutkan Kiss-Shot. Tapi, Koyomi mengetahui bahwa semua itu telah dirancang oleh Kiss-Shot untuk menolongnya dengan mengorbankan dirinya sendiri. Keputusan akhir apa yang akan diambil oleh Koyomi, yang telah mengetahui rencana itu!?

Di antara jenis buku lainnya, komik memang disukai oleh semua kalangan mulai dari anak kecil hingga orang dewasa. Alasan komik lebih disukai oleh banyak orang karena disajikan dengan penuh dengan gambar dan cerita yang mengasyikan sehingga mampu menghilangkan rasa bosan di kala waktu senggang.

Komik seringkali dijadikan sebagai koleksi dan diburu oleh penggemarnya karena serinya yang cukup terkenal dan kepopulerannya terus berlanjut sampai saat ini. Dalam memilih jenis komik, ada baiknya perhatikan terlebih dahulu ringkasan cerita komik di sampul bagian belakang sehingga sesuai dengan preferensi pribadi pembaca.

Bakemonogatari adalah seri manga yang diilustrasikan oleh Oh! Great dan memulai serialisasinya di Majalah Shonen Mingguan Kodansha pada Maret 2018. Serial manga Bakemonogatari berkisah tentang Koyomi Araragi, seorang siswa sekolah menengah tahun ketiga yang hampir memulihkan kemanusiaannya setelah sempat menjadi vampir selama liburan musim semi.

Profil Penulis:
Oh! Great atau nama aslinya Ito Ogure adalah mangaka asal Jepang yang populer berkat seri manga Air Gear dan Bakemonogatari. Di tahun 2006, Ito memenangkan ajang Kodansha Manga Award untuk manga Air Gear.
Nama Oh! Great sendiri diambil dari nama aslinya yang dibalik dan cara penuturan kata “Oh, Great!” oleh orang Jepang. Selain itu, “O” juga berarti raja dalam Bahasa Jepang.",https://aff.gramedia.com/s/xpFnDCdbxc
Black Clover 11,Yuki TABATA,Rp 30.000,200.0,Elex Media Komputindo,"February 25, 2020",0.1,9786230011962,11.4,Indonesia,17.2,https://cdn.gramedia.com/uploads/items/9786230011962_Black_Clover_11.jpg,"Sinopsis
Di tengah-tengah perang segitiga antara pasukan Kerajaan Diamond, ""Eye of The Midnight Sun"", dan kekuatan tempur Hutan Penyihir, Mars memilih bertarung bersama-sama dengan Asta dkk. dan mengkhianati tanah airnya. Menghadapi Ladros dari pasukan Kerajaan Diamond dan Fana dari ""Eye of The Midnight Sun"", mereka menggabungkan kekuatan dan mulai menyerang balik!!

Deskripsi
Komik Black Clover merupakan sebuah komik yang ditulis oleh Yuki Tabata. Komik ini menceritakan tentang seorang anak laki-laki bernama Asta yang lahir tanpa kekuatan sihir, suatu fenomena yang tidak normal di dunia tempatnya tinggal. Asta dan Yuno ditinggalkan di gereja yang sama pada hari yang sama. Dibesarkan bersama sebagai anak-anak, mereka mengetahui tentang ""Raja Penyihir"" gelar yang diberikan kepada penyihir terkuat di kerajaan dan berjanji bahwa mereka akan bersaing satu sama lain untuk posisi Raja Penyihir berikutnya. Namun, saat mereka tumbuh dewasa, perbedaan mencolok di antara mereka menjadi jelas. Sementara Yuno mampu menggunakan sihir dengan kekuatan dan kontrol yang luar biasa, Asta tidak bisa menggunakan sihir sama sekali dan berusaha mati-matian untuk membangunkan kekuatannya dengan berlatih secara fisik. Ketika mereka mencapai usia 15 tahun, Yuno dianugerahi Grimoire spektakuler dengan semanggi berdaun empat, sementara Asta tidak menerima apa-apa. Namun, segera setelah itu, Yuno diserang oleh seseorang bernama Lebuty, yang tujuan utamanya adalah untuk mendapatkan Grimoire Yuno. Asta mencoba melawan Lebuty, tetapi dia kalah. Meskipun tanpa harapan dan di ambang kekalahan, dia menemukan kekuatan untuk melanjutkan ketika dia mendengar suara Yuno. Melepaskan emosi batinnya dalam kemarahan, Asta menerima Grimoire semanggi berdaun lima, ""Black Clover"" yang memberinya kekuatan yang cukup untuk mengalahkan Lebuty. Beberapa hari kemudian, kedua sahabat itu pergi ke dunia, keduanya mencari tujuan yang sama menjadi Raja Penyihir!

Judul  : Black Clover 11
Penulis : Yuki Tabata
Penerbit  : Elex Media Komputindo
Terbit  : 26 Februari 2020
Bahasa : Indonesia
ISBN  : 9786230011962
Berat  : 0.1 kg
Lebar  : 11.4 cm
Panjang : 17.2 cm
Tebal  : 200 Halaman",https://aff.gramedia.com/s/QTdGZIrPHh
Pseudo Harem 05,SAITOU YUU,Rp 30.000,152,Elex Media Komputindo,"December 16, 2023",0.15,9786230052309,12,Indonesia,18,https://cdn.gramedia.com/uploads/picture_meta/2023/12/17/q3tqkoyfawr3fhgr35xkft.jpg,"Eiji dan Rin akhirnya resmi menjadi sepasang kekasih. Namun waktunya telah tiba, dan Eiji sekarang sudah jadi mahasiswa. Meski tidak lagi pergi ke sekolah yang sama, hubungan mereka tetap berlanjut. Karena tidak pergi ke sekolah yang sama, tentu saja ada perasaan resah.

Di antara jenis buku lainnya, komik memang disukai oleh semua kalangan mulai dari anak kecil hingga orang dewasa. Alasan komik lebih disukai oleh banyak orang karena disajikan dengan penuh dengan gambar dan cerita yang mengasyikan sehingga mampu menghilangkan rasa bosan di kala waktu senggang.

Komik seringkali dijadikan sebagai koleksi dan diburu oleh penggemarnya karena serinya yang cukup terkenal dan kepopulerannya terus berlanjut sampai saat ini. Dalam memilih jenis komik, ada baiknya perhatikan terlebih dahulu ringkasan cerita komik di sampul bagian belakang sehingga sesuai dengan preferensi pribadi pembaca.

Pseudo Harem adalah manga karya Saitou Yuu yang awalnya dirilis dalam bentuk web komik pada tahun 2018. Menceritakan Kitahama Eij, yang punya impian seperti layaknya seorang anak lelaki remaja. Di usianya Kelas 2 SMA ini, dia mau disukai oleh banyak cewek, punya harem. Tapi, dia bukan cowok yang laku, dan satu-satunya cewek yang ada di dekatnya adalah Nanakura Rin, adik kelasnya di klub teater. Rin bersedia memenuhi keinginan seniornya dengan sekuat tenaga. Dengan kemampuan aktingnya, ia menjadi beragam karakter untuk mewujudkan impian Eiji. Maka jadilah hari-hari Eiji kini diwarnai oleh para gadis dengan karakter yang penuh warna. Bagaimana kelanjutan kisahnya? Baca kelanjutan kisahnya di Volume kedua ini.",https://aff.gramedia.com/s/nCVbVOEEUX
Demon Slayer: Kimetsu no Yaiba 17,Koyoharu Gotouge,Rp 30.000,192,Elex Media Komputindo,"February 29, 2024",0.135,9786230057021,12,Indonesia,18,https://cdn.gramedia.com/uploads/picture_meta/2024/2/22/rqqbexmomagaru3naeox4b.jpg,"Pasukan Kisatsutai menyerbu “Kastil Tanpa Batas” untuk mengalahkan Muzan. Shinobu harus menjalani pertarungan yang alot dan merugikan, melawan Jyogen no Ni Doma karena ternyata racunnya tidak mempan terhadap musuh. Apakah di akhir dia berhasil membalaskan dendam sang kakak? Di sisi lain, Zenitsu juga bertemu dengan seorang iblis yang dikenalnya…!?

Demon Slayer adalah komik Jepang terkenal karya Koyoharu Gatouge yang sangat terkenal di Jepang. Komik ini kemudian diadaptasi menjadi serial animasi televisi yang sama-sama sukses di kalangan penggemar anime. Serial komik Ini bercerita tentang seorang remaja Tanjiro Kamado yang mengalami insiden naas. Setelah apa yang terjadi dengan keluarganya yang dibantai dan adik perempuannya, Nezuko, berubah menjadi iblis, ia berusaha menjadi pembunuh iblis. Mengambil latar waktu Jepang era Taisho, di mana terdapat sebuah organisasi rahasia yang dikenal sebagai Korps Pembunuh Setan. Organisasi itu telah melakukan perang rahasia melawan setan selama berabad-abad. Iblis adalah mantan manusia yang diubah menjadi iblis oleh Muzan Kibutsuji yang menyuntikkan mereka dengan darahnya sendiri, dan mereka memakan manusia dan memiliki kemampuan supranatural seperti kekuatan super atau kekuatan yang dapat diperoleh iblis yang disebut ""Seni Setan Darah"", dan telah teregenerasi.

Selling Point:
Salah satu judul BESTSELLER di Jepang, bahkan di luar Jepang, yang mampu menyaingi ""One Piece""!! Animenya yang tayang di Jepang juga hits. Movie-nya bahkan memecahkan record dengan penjualan tiket terbanyak saat ini. Anime season 2-nya pun sudah tayang di Jepang dan season 3 nya juga akan tayang di 2023, di mana ""special opening movie"" animenya pun heboh dan dapat banyak apresiasi di berbagai negara. Bahkan info terbaru, Anime Season 4 nya pun sedang digarap!!",https://aff.gramedia.com/s/XcOQPTzHGC
Iqro Qosbah QRCode,KH. As'ad Humam,Rp 39.900,194,Gramedia Widiasarana Indonesia,"June 13, 2024",0.18,9786235876504,14,Indonesia,20,https://cdn.gramedia.com/uploads/picture_meta/2024/6/14/h2pqnlm2ygifyomgymgaeb.jpg,"Buku Iqro Qosbah QRCode adalah inovasi terbaru dalam pembelajaran membaca Al-Qur'an. Buku ini menggabungkan metode tradisional Iqro dengan teknologi QR code untuk memberikan pengalaman belajar yang lebih interaktif dan mandiri.

Fitur Utama:
QR Code di Setiap Halaman: Setiap halaman buku dilengkapi dengan QR code yang dapat dipindai menggunakan smartphone atau tablet. QR code ini akan mengarahkan pengguna ke video tutorial membaca Iqro yang sesuai dengan materi di halaman tersebut.

Video Tutorial Lengkap: Terdapat lebih dari 180 video tutorial yang mencakup seluruh materi Iqro dari jilid 1 hingga 6. Video-video ini disusun secara sistematis dan mudah diikuti, sehingga cocok untuk pemula maupun yang ingin mengulang pelajaran.

Desain Menarik dan Full Color: Buku Iqro Qosbah QRCode didesain dengan warna-warna cerah dan ilustrasi menarik untuk menarik minat belajar anak-anak.

Kertas Berkualitas Tinggi: Buku ini dicetak pada kertas Quran Premium Paper (QPP) yang tebal dan tidak mudah sobek, sehingga nyaman digunakan dalam jangka waktu lama.

Manfaat:
Belajar Mandiri Lebih Mudah: Dengan adanya video tutorial, pengguna dapat belajar membaca Al-Qur'an secara mandiri tanpa harus bergantung pada guru atau pengajar.

Pengalaman Belajar Lebih Interaktif: Video tutorial yang menarik dan interaktif membuat proses belajar menjadi lebih menyenangkan dan tidak membosankan.

Cocok untuk Semua Usia: Buku Iqro Qosbah QRCode cocok digunakan oleh anak-anak, remaja, maupun orang dewasa yang ingin belajar membaca Al-Qur'an.",https://aff.gramedia.com/s/qSsTenQChc
Akasha : The Ice Guy and His Cool Female Colleague 03,Miyuki Tonogaya,Rp 30.000,128,m&c!,"June 10, 2024",0.135,9786230313738,12,Indonesia,18,https://cdn.gramedia.com/uploads/picture_meta/2024/6/11/h6xaaysfmrcnjfzuwrtjvl.jpg,"Himuro adalah keturunan wanita salju yang hidup di zaman modern. Rekan kerjanya, Fuyutsuki, juga sedikit unik, namun baik hati.

Perlahan tapi pasti, Himuro dan Fuyutsuki semakin dekat dengan bermain game dan pergi bermain ski bersama. Kenangan di antara mereka berdua semakin banyak, dan perasaan mereka juga semakin kuat!

Keunggulan:
Versi animenya sudah ditayangkan di Netflix.
Serial ini mengusung genre rom-com dan berlatar perkantoran seperti Wotakoi: Love Is Hard for Otaku.
Artworknya bagus
Alur ceritanya ringan dan menarik.
Karakter male lead yang lembut, serta female lead yang tenang, berhati hangat, dan perhatian.

Deskripsi Buku:
The Ice Guy and His Cool Female Colleague adalah serial manga Jepang yang ditulis dan diilustrasikan oleh Miyuki Tonogaya. Serialisasinya dimulai di situs manga Gangan Pixiv Square Enix pada Juli 2019. Pada Juni 2023, masing-masing bab seri ini telah dikumpulkan menjadi delapan volume. Adaptasi serial televisi anime yang diproduksi oleh Zero-G dan Liber ditayangkan mulai Januari hingga Maret 2023.

Di antara jenis buku lainnya, komik memang disukai oleh semua kalangan mulai dari anak kecil hingga orang dewasa. Alasan komik lebih disukai oleh banyak orang karena disajikan dengan penuh dengan gambar dan cerita yang mengasyikan sehingga mampu menghilangkan rasa bosan di kala waktu senggang.

Komik seringkali dijadikan sebagai koleksi dan diburu oleh penggemarnya karena serinya yang cukup terkenal dan kepopulerannya terus berlanjut sampai saat ini. Dalam memilih jenis komik, ada baiknya perhatikan terlebih dahulu ringkasan cerita komik di sampul bagian belakang sehingga sesuai dengan preferensi pribadi pembaca.",https://aff.gramedia.com/s/rfifbrVFnf
I Want To Eat Your Pancreas 1,Idumi Kirihara,Rp 24.000,216.0,m&c!,"September 17, 2019",0.12,9786024807474,11.4,,17.2,https://cdn.gramedia.com/uploads/items/9786024807474_I-WANT-TO-EAT.jpg,"manga ""I Want to Eat Your Pancreas"" adalah novel web oleh penulis Yoru Sumino, yang diperhatikan oleh penerbit Futabasha dan diterbitkan. Ceritanya kemudian diadaptasi menjadi film, anime, dan manga.

Berhenti sejenak dan bayangkan. Musim semi. April. Ceri bermekaran selama beberapa hari terakhir. Hangat dan romantis. Tapi hal-hal yang tidak begitu baik untuk karakter utama dari cerita ini. Pria itu adalah siswa sekolah menengah yang kesepian dan sederhana yang menghindari terlalu dekat dengan siapa pun. Dia sendiri tidak percaya bahwa setidaknya beberapa gadis akan berbicara dengannya. Setelah di rumah sakit, ia menemukan buku harian yang agak aneh, yang disebut ""Novel Penyakit"". Ternyata itu adalah buku harian teman sekelasnya yang populer, Sakura, yang menderita penyakit pankreas yang tidak dapat disembuhkan. 

Dia tidak memiliki lebih dari satu tahun untuk hidup, dan buku harian itu adalah novelnya, di mana dia menggambarkan hidupnya saat dia perlahan-lahan mati. Laki-laki menjadi satu-satunya orang, selain saudara perempuan, yang tahu tentang kondisinya. Pada saat bocah itu ngeri dengan fakta mengerikan ini, Sakura tidak putus asa, tetapi mencoba untuk mempertahankan kehidupan normal sebanyak mungkin dan, terlepas dari segalanya, untuk hidup sepenuhnya. Kematian bisa datang kepada kita masing-masing kapan saja. Hanya saja dia menyadarinya lebih baik daripada kebanyakan orang. Meskipun mereka memiliki kepribadian yang sangat berbeda, anak laki-laki itu memutuskan untuk tinggal bersamanya selama beberapa bulan terakhir ini untuknya. Baca dan ikuti keseruan ceritanya dalam manga ini.

Sinopsis
Tanpa sengaja, aku menemukan buku harian teman sekelasku, Sakura Yamauichi, yang berjudul “Hidup Bersama Penyakit”. Di dalamnya, tertulis bahwa dia mengidap penyakit pankreas dan hidupnya tidak akan lama lagi. Sejak saat itu, Sakura yang periang bersikeras menghabiskan sisa hidupnya bersamaku, si cowok kutu buku yang tertutup. Dari sanalah hubungan kami yang aneh dimulai…

***
Yoru Sumino adalah seorang penulis Jepang yang terkenal karena I Want to Eat Your Pancreas, novel yang menjadi manga dan dua film.

Detail
Penulis
Idumi Kirihara, Sumino Yoru

Jumlah Halaman
216

Penerbit
m&c!

Tanggal Terbit
18 Sep 2019

Format
Soft Cover

Berat
0.12 kg

ISBN
9786024807474

Lebar
11.4 cm

Panjang
17.2cm",https://aff.gramedia.com/s/VjCgNFtyNF
